RESOLVED	spine-unity	Spine.IkConstraint	ToString	Spine.IkConstraint	TypeAnalysisContext	10	0	THIS	CLASS_OBJECT_RELATIVE	Spine.IkConstraint	data	Spine.IkConstraintData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	ToString	Spine.IkConstraintData	TypeAnalysisContext	10	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.ConstraintData	name	System.String	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Skeleton	TypeAnalysisContext	18	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Skeleton	bones	Spine.ExposedList`1<Spine.Bone>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.ExposedList`1<Spine.Bone>	GenericInstanceTypeAnalysisContext	10	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.ExposedList`1<Spine.Bone>	Items	Spine.Bone[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.ScaleTimeline	TypeAnalysisContext	18	0	THIS	CLASS_OBJECT_RELATIVE	Spine.TranslateTimeline	boneIndex	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	85	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	active	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.ScaleTimeline	TypeAnalysisContext	20	0	THIS	CLASS_OBJECT_RELATIVE	Spine.TranslateTimeline	frames	System.Single[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.Skeleton	TypeAnalysisContext	40	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Skeleton	pathConstraints	Spine.ExposedList`1<Spine.PathConstraint>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.ExposedList`1<Spine.PathConstraint>	GenericInstanceTypeAnalysisContext	10	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.ExposedList`1<Spine.PathConstraint>	Items	Spine.PathConstraint[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraintSpacingTimeline	TypeAnalysisContext	18	0	THIS	CLASS_OBJECT_RELATIVE	Spine.PathConstraintPositionTimeline	pathConstraintIndex	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraint	TypeAnalysisContext	38	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.PathConstraint	active	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraintSpacingTimeline	TypeAnalysisContext	20	0	THIS	CLASS_OBJECT_RELATIVE	Spine.PathConstraintPositionTimeline	frames	System.Single[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraint	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.PathConstraint	data	Spine.PathConstraintData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraintData	TypeAnalysisContext	44	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.PathConstraintData	spacing	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	Spine.Skin	TypeAnalysisContext	18	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Skin	attachments	Spine.Collections.OrderedDictionary`2<Spine.Skin+SkinEntry, Spine.Attachment>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraint	TypeAnalysisContext	2C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.PathConstraint	spacing	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraint	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.PathConstraint	data	Spine.PathConstraintData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraintData	TypeAnalysisContext	44	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.PathConstraintData	spacing	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	GenericInstanceTypeAnalysisContext	10	0	PARAMETER	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	_items	SkinEntry[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraint	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.PathConstraint	data	Spine.PathConstraintData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraintData	TypeAnalysisContext	44	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.PathConstraintData	spacing	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	GenericInstanceTypeAnalysisContext	1C	0	PARAMETER	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	_version	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraint	TypeAnalysisContext	2C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.PathConstraint	spacing	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	GenericInstanceTypeAnalysisContext	18	0	PARAMETER	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintSpacingTimeline	Apply	Spine.PathConstraint	TypeAnalysisContext	2C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.PathConstraint	spacing	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	GenericInstanceTypeAnalysisContext	18	0	PARAMETER	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	GenericInstanceTypeAnalysisContext	18	0	PARAMETER	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Skin+SkinEntry>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Int32	TypeAnalysisContext	0	0	UNKNOWN	VALUE_RELATIVE	System.Int32	m_value	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Int32	TypeAnalysisContext	0	0	UNKNOWN	VALUE_RELATIVE	System.Int32	m_value	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	GetAttachments	System.Int32	TypeAnalysisContext	0	0	UNKNOWN	VALUE_RELATIVE	System.Int32	m_value	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintMixTimeline	get_PropertyId	Spine.PathConstraintMixTimeline	TypeAnalysisContext	18	0	THIS	CLASS_OBJECT_RELATIVE	Spine.PathConstraintMixTimeline	pathConstraintIndex	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintMixTimeline	get_PathConstraintIndex	Spine.PathConstraintMixTimeline	TypeAnalysisContext	18	0	THIS	CLASS_OBJECT_RELATIVE	Spine.PathConstraintMixTimeline	pathConstraintIndex	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintMixTimeline	get_Frames	Spine.PathConstraintMixTimeline	TypeAnalysisContext	20	0	THIS	CLASS_OBJECT_RELATIVE	Spine.PathConstraintMixTimeline	frames	System.Single[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	Clear	Spine.Skin	TypeAnalysisContext	18	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Skin	attachments	Spine.Collections.OrderedDictionary`2<Spine.Skin+SkinEntry, Spine.Attachment>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	Clear	Spine.Skin	TypeAnalysisContext	20	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Skin	bones	Spine.ExposedList`1<Spine.BoneData>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	Clear	Spine.Skin	TypeAnalysisContext	28	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Skin	constraints	Spine.ExposedList`1<Spine.ConstraintData>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Skin	ToString	Spine.Skin	TypeAnalysisContext	10	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Skin	name	System.String	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	68	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	appliedValid	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	20	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	parent	Spine.Bone	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	10	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	70	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	b	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	7C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	d	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	60	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ashearX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.BoneData	TypeAnalysisContext	48	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	transformMode	Spine.TransformMode	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	54	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	arotation	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.BoneData	TypeAnalysisContext	48	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	transformMode	Spine.TransformMode	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	74	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	worldX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	80	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	worldY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	18	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	skeleton	Spine.Skeleton	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	6C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	a	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	7C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	d	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	6C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	a	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	6C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	a	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	c	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	c	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Skeleton	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Skeleton	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Skeleton	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Skeleton	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	0	0	STATIC_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	yDown	System.Boolean	STATIC	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Skeleton	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Skeleton	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	58	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ascaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	58	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ascaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	10	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.BoneData	TypeAnalysisContext	48	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	transformMode	Spine.TransformMode	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	74	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	worldX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	80	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	worldY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	6C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	a	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	c	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	80	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	worldY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	74	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	worldX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	6C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	a	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	c	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	4C	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ax	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	50	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ay	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	0	0	STATIC_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	yDown	System.Boolean	STATIC	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	c	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	6C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	a	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Skeleton	TypeAnalysisContext	74	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Skeleton	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Skeleton	TypeAnalysisContext	74	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Skeleton	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	78	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Bone	c	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	5C	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ascaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	54	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	arotation	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	4C	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ax	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	50	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ay	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	60	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ashearX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.Bone	TypeAnalysisContext	64	0	PARAMETER	CLASS_OBJECT_RELATIVE	Spine.Bone	ashearY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.IkConstraint	Apply	Spine.BoneData	TypeAnalysisContext	28	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	length	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	3C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	40	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	40	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	40	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.PathConstraintMixTimeline	SetFrame	Spine.PathConstraintMixTimeline	TypeAnalysisContext	20	0	THIS	CLASS_OBJECT_RELATIVE	Spine.PathConstraintMixTimeline	frames	System.Single[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	3C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleY	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.BoneData	TypeAnalysisContext	38	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.BoneData	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	data	Spine.BoneData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.ScaleTimeline	Apply	Spine.Bone	TypeAnalysisContext	3C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	Spine.Bone	scaleX	System.Single	INSTANCE	-	DIRECT
