RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	120	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	sequencedTweens	System.Collections.Generic.List`1<DG.Tweening.Tween>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	System.Collections.Generic.List`1<DG.Tweening.Tween>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<DG.Tweening.Tween>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	A4	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	loops	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	A0	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	duration	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	A4	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	loops	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	120	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	sequencedTweens	System.Collections.Generic.List`1<DG.Tweening.Tween>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	System.Collections.Generic.List`1<DG.Tweening.Tween>	GenericInstanceTypeAnalysisContext	18	0	UNKNOWN	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<DG.Tweening.Tween>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	System.Collections.Generic.List`1<DG.Tweening.Tween>	GenericInstanceTypeAnalysisContext	18	0	UNKNOWN	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<DG.Tweening.Tween>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	120	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	sequencedTweens	System.Collections.Generic.List`1<DG.Tweening.Tween>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	120	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	sequencedTweens	System.Collections.Generic.List`1<DG.Tweening.Tween>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	120	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	sequencedTweens	System.Collections.Generic.List`1<DG.Tweening.Tween>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	2D	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	isInverted	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	128	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	_sequencedObjs	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Tween	TypeAnalysisContext	10	0	CALL_RESULT	CLASS_OBJECT_RELATIVE	DG.Tweening.Core.ABSSequentiable	tweenType	DG.Tweening.TweenType	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Tween	TypeAnalysisContext	A0	0	CALL_RESULT	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	duration	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Tween	TypeAnalysisContext	A4	0	CALL_RESULT	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	loops	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	128	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	_sequencedObjs	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	B0	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	<isRelative>k__BackingField	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	DG.Tweening.Sequence	TypeAnalysisContext	99	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	isBlendable	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	34	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	isIndependentUpdate	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	30	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	updateType	DG.Tweening.UpdateType	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	10	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	id	System.Object	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	18	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	stringId	System.String	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.Sequence	DoStartup	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<DG.Tweening.Core.ABSSequentiable>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	20	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	intId	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	38	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	onStart	DG.Tweening.TweenCallback	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	40	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	onPlay	DG.Tweening.TweenCallback	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	48	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	onRewind	DG.Tweening.TweenCallback	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	58	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	onStepComplete	DG.Tweening.TweenCallback	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	68	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	onKill	DG.Tweening.TweenCallback	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	70	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	onWaypointChange	DG.Tweening.TweenCallback`1<System.Int32>	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	78	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	isRecyclable	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	79	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	isSpeedBased	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	7A	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	autoKill	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	7C	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	loops	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	7C	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	loops	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOTiling	DG.Tweening.ShortcutExtensions+<>c__DisplayClass26_0	TypeAnalysisContext	10	0	ALLOCATION	CLASS_OBJECT_RELATIVE	DG.Tweening.ShortcutExtensions+<>c__DisplayClass26_0	target	UnityEngine.Material	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	7C	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	loops	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	84	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	delay	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	84	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	delay	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	84	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	delay	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	88	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	isRelative	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	8C	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	easeType	DG.Tweening.Ease	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	8C	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	easeType	DG.Tweening.Ease	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	90	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	customEase	DG.Tweening.EaseFunction	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.TweenParams	TypeAnalysisContext	98	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.TweenParams	easeOvershootOrAmplitude	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	SetAs	DG.Tweening.DOTween	TypeAnalysisContext	54	0	STATIC_FIELD	CLASS_OBJECT_RELATIVE	DG.Tweening.DOTween	defaultEaseType	DG.Tweening.Ease	STATIC	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	Append	DG.Tweening.Sequence	TypeAnalysisContext	A0	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	duration	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	Join	DG.Tweening.Sequence	TypeAnalysisContext	130	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	lastTweenInsertTime	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOTiling	DG.Tweening.ShortcutExtensions+<>c__DisplayClass27_0	TypeAnalysisContext	10	0	ALLOCATION	CLASS_OBJECT_RELATIVE	DG.Tweening.ShortcutExtensions+<>c__DisplayClass27_0	target	UnityEngine.Material	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOTiling	DG.Tweening.ShortcutExtensions+<>c__DisplayClass27_0	TypeAnalysisContext	18	0	ALLOCATION	CLASS_OBJECT_RELATIVE	DG.Tweening.ShortcutExtensions+<>c__DisplayClass27_0	property	System.String	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOTiling	DG.Tweening.Core.Debugger	TypeAnalysisContext	0	0	STATIC_FIELD	CLASS_OBJECT_RELATIVE	DG.Tweening.Core.Debugger	_logPriority	System.Int32	STATIC	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	AppendInterval	DG.Tweening.Sequence	TypeAnalysisContext	A0	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	duration	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	AppendInterval	DG.Tweening.Sequence	TypeAnalysisContext	A0	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	duration	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	AppendCallback	DG.Tweening.Sequence	TypeAnalysisContext	A0	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	duration	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	JoinCallback	DG.Tweening.Sequence	TypeAnalysisContext	130	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Sequence	lastTweenInsertTime	System.Single	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOVector	DG.Tweening.ShortcutExtensions+<>c__DisplayClass28_0	TypeAnalysisContext	10	0	ALLOCATION	CLASS_OBJECT_RELATIVE	DG.Tweening.ShortcutExtensions+<>c__DisplayClass28_0	target	UnityEngine.Material	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOVector	DG.Tweening.ShortcutExtensions+<>c__DisplayClass28_0	TypeAnalysisContext	18	0	ALLOCATION	CLASS_OBJECT_RELATIVE	DG.Tweening.ShortcutExtensions+<>c__DisplayClass28_0	property	System.String	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOVector	DG.Tweening.Core.Debugger	TypeAnalysisContext	0	0	STATIC_FIELD	CLASS_OBJECT_RELATIVE	DG.Tweening.Core.Debugger	_logPriority	System.Int32	STATIC	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	ValidateAddToSequence	DG.Tweening.Sequence	TypeAnalysisContext	E8	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	<active>k__BackingField	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	ValidateAddToSequence	DG.Tweening.Sequence	TypeAnalysisContext	100	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	creationLocked	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	ValidateAddToSequence	DG.Tweening.Tween	TypeAnalysisContext	E8	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	<active>k__BackingField	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.TweenSettingsExtensions	ValidateAddToSequence	DG.Tweening.Tween	TypeAnalysisContext	E9	0	PARAMETER	CLASS_OBJECT_RELATIVE	DG.Tweening.Tween	isSequenced	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOVector	DG.Tweening.ShortcutExtensions+<>c__DisplayClass29_0	TypeAnalysisContext	10	0	ALLOCATION	CLASS_OBJECT_RELATIVE	DG.Tweening.ShortcutExtensions+<>c__DisplayClass29_0	target	UnityEngine.Material	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOVector	DG.Tweening.ShortcutExtensions+<>c__DisplayClass29_0	TypeAnalysisContext	18	0	ALLOCATION	CLASS_OBJECT_RELATIVE	DG.Tweening.ShortcutExtensions+<>c__DisplayClass29_0	propertyID	System.Int32	INSTANCE	-	DIRECT
RESOLVED	DOTween	DG.Tweening.ShortcutExtensions	DOVector	DG.Tweening.Core.Debugger	TypeAnalysisContext	0	0	STATIC_FIELD	CLASS_OBJECT_RELATIVE	DG.Tweening.Core.Debugger	_logPriority	System.Int32	STATIC	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Unity.SkeletonRenderer	TypeAnalysisContext	C0	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Unity.SkeletonRenderer	valid	System.Boolean	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Unity.SkeletonRenderer	TypeAnalysisContext	48	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Unity.SkeletonRenderer	separatorSlots	System.Collections.Generic.List`1<Spine.Slot>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	1C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_version	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	10	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_items	Spine.Slot[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Unity.SkeletonRenderer	TypeAnalysisContext	C8	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Unity.SkeletonRenderer	skeleton	Spine.Skeleton	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Skeleton	TypeAnalysisContext	20	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Skeleton	slots	Spine.ExposedList`1<Spine.Slot>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Slot	TypeAnalysisContext	10	0	STACK_SLOT	CLASS_OBJECT_RELATIVE	Spine.Slot	data	Spine.SlotData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Unity.SkeletonRenderer	TypeAnalysisContext	48	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Unity.SkeletonRenderer	separatorSlots	System.Collections.Generic.List`1<Spine.Slot>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	10	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_items	Spine.Slot[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	1C	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_version	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<Spine.Slot>	GenericInstanceTypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<Spine.Slot>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Unity.SkeletonRenderer	TypeAnalysisContext	C8	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Unity.SkeletonRenderer	skeleton	Spine.Skeleton	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Skeleton	TypeAnalysisContext	20	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.Skeleton	slots	Spine.ExposedList`1<Spine.Slot>	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Slot	TypeAnalysisContext	10	0	STACK_SLOT	CLASS_OBJECT_RELATIVE	Spine.Slot	data	Spine.SlotData	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<System.String>	GenericInstanceTypeAnalysisContext	10	0	ALLOCATION	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<System.String>	_items	System.String[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<System.String>	GenericInstanceTypeAnalysisContext	1C	0	ALLOCATION	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<System.String>	_version	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<System.String>	GenericInstanceTypeAnalysisContext	18	0	ALLOCATION	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<System.String>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<System.String>	GenericInstanceTypeAnalysisContext	18	0	ALLOCATION	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<System.String>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<System.String>	GenericInstanceTypeAnalysisContext	18	0	ALLOCATION	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<System.String>	_size	System.Int32	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.SlotData	TypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.SlotData	name	System.String	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.SlotData	TypeAnalysisContext	18	0	INSTANCE_FIELD	CLASS_OBJECT_RELATIVE	Spine.SlotData	name	System.String	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	Spine.Unity.SkeletonRenderer	TypeAnalysisContext	40	0	THIS	CLASS_OBJECT_RELATIVE	Spine.Unity.SkeletonRenderer	separatorSlotNames	System.String[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<System.String>	GenericInstanceTypeAnalysisContext	10	0	UNKNOWN	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<System.String>	_items	System.String[]	INSTANCE	-	DIRECT
RESOLVED	spine-unity	Spine.Unity.SkeletonRenderer	FindAndApplySeparatorSlots	System.Collections.Generic.List`1<System.String>	GenericInstanceTypeAnalysisContext	1C	0	UNKNOWN	CLASS_OBJECT_RELATIVE	System.Collections.Generic.List`1<System.String>	_version	System.Int32	INSTANCE	-	DIRECT
